Product Category,Sub Category,Unit Cost,Unit Price
Woman Shoes,Sandals,65,69
Woman Shoes,Sandals,54,66
Woman Shoes,Peep Toe,25,29
Man Shoes,Derby,850.5,877.5
Woman Shoes,Boots,350,472
Clothing,Mid Calf Socks,135,169
Clothing,Quarter Socks,750,899
Woman Shoes,Loafers,770,862
Clothing,Quarter Socks,288,355
Man Shoes,Sneakers,773.33,668
Woman Shoes,Boots,350,363
Man Shoes,Derby,180,168
Man Shoes,Sneakers,"1,147.50","1,061.00"
Woman Shoes,Peep Toe,175,160.5
Woman Shoes,Peep Toe,5,4
Woman Shoes,Pump,636,774
Man Shoes,Derby,"1,701.00","1,502.00"
Woman Shoes,Boots,140,149
Clothing,Invisible Socks,"1,260.00","1,395.00"
Woman Shoes,Sandals,40,44
Woman Shoes,Sandals,18.33,20.33
Woman Shoes,Boots,280,307
Man Shoes,Derby,540,467
Woman Shoes,Peep Toe,105,132
Woman Shoes,Peep Toe,32.5,33
Woman Shoes,Boots,332.5,383.5
Woman Shoes,Stilletto,24,26
Woman Shoes,Sandals,110,157
Woman Shoes,Sandals,5,7.5
Woman Shoes,Peep Toe,84,86
Clothing,Quarter Socks,"1,150.00","1,669.00"
Man Shoes,Derby,540,632
Woman Shoes,Sandals,11.67,15.33
Woman Shoes,Sandals,36,50
Clothing,Quarter Socks,810,871
Woman Shoes,Peep Toe,70,91.5
Woman Shoes,Boots,140,181.67
Man Shoes,Sneakers,"1,160.00","1,182.50"
Man Shoes,Derby,814.33,967.67
Man Shoes,Derby,814.33,859
Woman Shoes,Peep Toe,58.33,55.33
Woman Shoes,Peep Toe,85,94
Woman Shoes,Boots,490,636
Man Shoes,Derby,"1,120.00","1,328.00"
Woman Shoes,Peep Toe,40,56.5
Woman Shoes,Peep Toe,880,780
Woman Shoes,Peep Toe,5,5
Woman Shoes,Boots,17.5,25.5
Man Shoes,Derby,"1,221.50","1,067.50"
Woman Shoes,Peep Toe,456,520
Woman Shoes,Peep Toe,24,28.33
Woman Shoes,Peep Toe,29,30.33
Woman Shoes,Peep Toe,115,117
Woman Shoes,Boots,262.5,282.5
Woman Shoes,Peep Toe,750,820
Man Shoes,Sneakers,"1,147.50","1,169.50"
Woman Shoes,Peep Toe,345,365.5
Woman Shoes,Peep Toe,16,16.67
Man Shoes,Sneakers,"2,295.00","2,132.00"
Man Shoes,Sneakers,765,876.67
Woman Shoes,Sandals,40,53.33
Woman Shoes,Boots,665,863
Woman Shoes,Sandals,36.67,45.67
Woman Shoes,Sandals,15,16.67
Man Shoes,Derby,567,506.67
Man Shoes,Sneakers,384.5,386.5
Woman Shoes,Sandals,45,47
Man Shoes,Oxford,"1,192.00","1,393.50"
Clothing,Mid Calf Socks,135,160
Clothing,Quarter Socks,"1,566.00","1,780.00"
Clothing,Quarter Socks,783,907
Woman Shoes,Sandals,67.5,76
Woman Shoes,Peep Toe,65,74
Woman Shoes,Peep Toe,62.5,75.5
Man Shoes,Oxford,794.67,736
Woman Shoes,Sandals,81,82
Man Shoes,Sneakers,"1,160.00","1,099.00"
Man Shoes,Sneakers,256.33,255
Woman Shoes,Boots,11.67,12.67
Woman Shoes,Peep Toe,120,149
Woman Shoes,Peep Toe,"1,050.00","1,531.00"
Woman Shoes,Peep Toe,1.67,2
Woman Shoes,Peep Toe,105,110
Man Shoes,Derby,814.33,698.33
Woman Shoes,Sandals,15,14.33
Woman Shoes,Sandals,15,17
Man Shoes,Derby,567,470.33
Clothing,Quarter Socks,"1,566.00","1,719.00"
Woman Shoes,Peep Toe,114,127
Woman Shoes,Peep Toe,1.33,1.33
Woman Shoes,Boots,437.5,488.5
Woman Shoes,Peep Toe,116.67,136
Woman Shoes,Peep Toe,60,69
Woman Shoes,Peep Toe,104,116
Woman Shoes,Pump,477,488
Woman Shoes,Boots,163.33,202
Clothing,Mid Calf Socks,135,158.5
Woman Shoes,Sandals,96.67,110
Woman Shoes,Sandals,75,79
Woman Shoes,Boots,233.33,265.33
Man Shoes,Sneakers,"1,160.00","1,176.50"
Clothing,Quarter Socks,375,421
Woman Shoes,Peep Toe,58,78
Woman Shoes,Peep Toe,16.67,22.67
Woman Shoes,Peep Toe,3.33,3.33
Woman Shoes,Peep Toe,"1,015.00","1,156.00"
Man Shoes,Sneakers,565,435
Woman Shoes,Peep Toe,26.67,40.67
Woman Shoes,Boots,58.33,70.33
Woman Shoes,Pump,53,59
Clothing,Invisible Socks,116.67,136.67
Woman Shoes,Sandals,60,68.33
Woman Shoes,Sandals,95,98
Man Shoes,Oxford,"2,384.00","2,812.00"
Woman Shoes,Sandals,30,43.33
Woman Shoes,Sandals,9,11.33
Woman Shoes,Peep Toe,425,444
Woman Shoes,Peep Toe,3.67,4.33
Clothing,Quarter Socks,400,563.5
Man Shoes,Sneakers,"1,160.00",970
Woman Shoes,Peep Toe,30,30
Woman Shoes,Peep Toe,0.67,1
Woman Shoes,Boots,350,388
Clothing,Quarter Socks,"1,500.00","1,587.00"
Clothing,Toe Cover Socks,87,96.33
Woman Shoes,Peep Toe,37.5,43.5
Woman Shoes,Peep Toe,85,90
Clothing,Quarter Socks,486,519
Woman Shoes,Peep Toe,225.5,242.5
Man Shoes,Sneakers,773.33,654.67
Man Shoes,Sneakers,773.33,763.33
Man Shoes,Derby,560,564
Man Shoes,Oxford,"2,384.00","2,021.00"
Woman Shoes,Peep Toe,12.5,18
Woman Shoes,Peep Toe,783,726
Clothing,Quarter Socks,54,78.5
Woman Shoes,Peep Toe,10,11
Woman Shoes,Peep Toe,424,445
Woman Shoes,Peep Toe,30,35
Woman Shoes,Peep Toe,33,34.5
Man Shoes,Derby,540,443
Man Shoes,Derby,270,280
Woman Shoes,Sandals,10,10.67
Woman Shoes,Sandals,57,62.33
Woman Shoes,Peep Toe,92,106
Woman Shoes,Boots,186.67,207
Woman Shoes,Peep Toe,22.5,29
Woman Shoes,Peep Toe,319,418
Woman Shoes,Boots,210,282.5
Woman Shoes,Peep Toe,100,121
Woman Shoes,Peep Toe,4.5,6
Man Shoes,Sneakers,"1,147.50",938
Woman Shoes,Stilletto,28,32.5
Woman Shoes,Peep Toe,50,53
Woman Shoes,Peep Toe,60,71.5
Woman Shoes,Peep Toe,0.67,0.67
Woman Shoes,Sandals,72,97
Woman Shoes,Sandals,47.5,60.5
Man Shoes,Sneakers,"1,160.00","1,186.50"
Woman Shoes,Sandals,35,37.5
Woman Shoes,Sandals,40,43.33
Clothing,Mid Calf Socks,207,235
Woman Shoes,Boots,11.67,12.33
Man Shoes,Derby,"1,221.50","1,436.00"
Clothing,Extra Low Cut Socks,"1,016.00","1,055.00"
Woman Shoes,Peep Toe,367.5,409.5
Woman Shoes,Peep Toe,46.67,54.67
Woman Shoes,Boots,105,107
Clothing,Quarter Socks,702,788
Woman Shoes,Peep Toe,348,365
Woman Shoes,Peep Toe,150,172
Woman Shoes,Peep Toe,16.67,18.67
Clothing,Extra Low Cut Socks,254,288.5
Clothing,Mid Calf Socks,90,104.33
Clothing,Quarter Socks,950,925
Clothing,Quarter Socks,"1,250.00","1,604.00"
Man Shoes,Sneakers,282.5,273.5
Clothing,Mid Calf Socks,3,3.33
Man Shoes,Sneakers,765,771.67
Woman Shoes,Boots,490,523.5
Clothing,Mid Calf Socks,31.5,36
Man Shoes,Derby,"1,221.50","1,133.00"
Woman Shoes,Peep Toe,141.33,104.33
Clothing,Mid Calf Socks,162,135
Woman Shoes,Loafers,495,676
Clothing,Toe Cover Socks,27,24.67
Woman Shoes,Sandals,150,159
Woman Shoes,Peep Toe,258,227
Woman Shoes,Peep Toe,8,10
Woman Shoes,Peep Toe,10.5,15
Woman Shoes,Peep Toe,34,45
Woman Shoes,Peep Toe,93,133
Woman Shoes,Peep Toe,3,4
Man Shoes,Derby,850.5,788
Man Shoes,Derby,540,588
Woman Shoes,Sandals,140,167
Man Shoes,Sneakers,"2,295.00","2,552.00"
Woman Shoes,Sandals,110,146
Woman Shoes,Sandals,55,73
Man Shoes,Sneakers,"1,160.00","1,054.00"
Man Shoes,Sneakers,"2,320.00","2,713.00"
Woman Shoes,Sandals,76.67,80.67
Woman Shoes,Sandals,30,32
Man Shoes,Sneakers,282.5,285
Man Shoes,Oxford,"2,384.00","2,083.00"
Man Shoes,Sneakers,765,739.67
Man Shoes,Sneakers,"2,320.00","2,763.00"
Woman Shoes,Loafers,550,745
Woman Shoes,Peep Toe,108.67,113.33
Woman Shoes,Peep Toe,54,72.5
Woman Shoes,Sandals,170,166
Woman Shoes,Sandals,21.67,22.33
Woman Shoes,Peep Toe,60,70.5
Woman Shoes,Peep Toe,125,130
Woman Shoes,Boots,140,143
Man Shoes,Sneakers,"1,160.00","1,005.00"
Woman Shoes,Peep Toe,595,668
Woman Shoes,Peep Toe,80,83
Woman Shoes,Boots,140,152.33
Woman Shoes,Stilletto,32,33
Clothing,Extra Low Cut Socks,698.5,738
Clothing,Mid Calf Socks,63,63
Woman Shoes,Boots,840,737
Woman Shoes,Peep Toe,180,198.33
Clothing,Quarter Socks,"1,500.00","1,633.00"
Man Shoes,Sneakers,"2,295.00","2,272.00"
Woman Shoes,Boots,210,230.5
Woman Shoes,Peep Toe,350,363.5
Woman Shoes,Peep Toe,60,62.5
Man Shoes,Sneakers,765,647.67
Man Shoes,Sneakers,773.33,682
Woman Shoes,Peep Toe,76,85
Woman Shoes,Boots,221.67,251
Woman Shoes,Peep Toe,120,131
Woman Shoes,Peep Toe,38.33,51.67
Woman Shoes,Loafers,605,724
Woman Shoes,Loafers,275,250
Woman Shoes,Sandals,90,97.67
Man Shoes,Sneakers,256.33,212.67
Woman Shoes,Peep Toe,245,242.5
Woman Shoes,Peep Toe,67.5,68.5
Woman Shoes,Boots,256.67,271.67
Woman Shoes,Peep Toe,32.5,46
Woman Shoes,Peep Toe,24,32.5
Woman Shoes,Peep Toe,40,45
Woman Shoes,Peep Toe,489,564
Man Shoes,Derby,180,156
Woman Shoes,Boots,245,246.67
Woman Shoes,Loafers,238.33,268
Woman Shoes,Peep Toe,522,558
Man Shoes,Derby,"2,443.00","2,927.00"
Clothing,Quarter Socks,783,873
Woman Shoes,Boots,105,108
Man Shoes,Derby,814.33,655
Clothing,Quarter Socks,950,"1,127.00"
Man Shoes,Sneakers,"1,160.00","1,276.00"
Man Shoes,Sneakers,773.33,691.33
Woman Shoes,Peep Toe,493,507
Woman Shoes,Peep Toe,20,21.5
Woman Shoes,Peep Toe,16,17.33
Man Shoes,Sneakers,282.5,244
Man Shoes,Oxford,"1,192.00","1,286.50"
Woman Shoes,Sandals,67.5,80
Woman Shoes,Sandals,46.67,51.67
Woman Shoes,Boots,875,958
Man Shoes,Derby,814.33,900
Woman Shoes,Boots,70,72
Clothing,Quarter Socks,"1,150.00","1,138.00"
Woman Shoes,Boots,630,670
Clothing,Quarter Socks,324,261.5
Man Shoes,Derby,"1,701.00","1,843.00"
Woman Shoes,Boots,58.33,44.33
Woman Shoes,Peep Toe,290,445.67
Woman Shoes,Peep Toe,57.5,48.5
Woman Shoes,Peep Toe,125,137
Woman Shoes,Peep Toe,315,362
Clothing,Invisible Socks,326.67,408
Woman Shoes,Peep Toe,60,62
Man Shoes,Derby,373.33,369
Woman Shoes,Sandals,189,179
Woman Shoes,Sandals,6.67,7
Woman Shoes,Peep Toe,141.67,150.67
Woman Shoes,Peep Toe,21.33,23.33
Woman Shoes,Peep Toe,1.67,2
Woman Shoes,Peep Toe,15,16.5
Clothing,Mid Calf Socks,33,33
Woman Shoes,Boots,35,41
Woman Shoes,Boots,245,252
Clothing,Quarter Socks,567,573
Woman Shoes,Sandals,240,237
Woman Shoes,Loafers,330,350.5
Woman Shoes,Peep Toe,140,156.5
Man Shoes,Derby,540,481
Woman Shoes,Peep Toe,114,136
Woman Shoes,Peep Toe,120,138
Man Shoes,Sneakers,"1,160.00",960.5
Man Shoes,Sneakers,"1,147.50","1,336.00"
Woman Shoes,Peep Toe,402.5,564.5
Woman Shoes,Peep Toe,26.67,35
Man Shoes,Sneakers,"1,160.00","1,318.50"
Woman Shoes,Sandals,170,234
Woman Shoes,Sandals,15,19.5
Woman Shoes,Stilletto,47.5,64
Woman Shoes,Peep Toe,53.5,60.5
Woman Shoes,Peep Toe,2,3
Man Shoes,Derby,180,177
Woman Shoes,Boots,151.67,162.67
Man Shoes,Derby,540,349
Woman Shoes,Peep Toe,42,43.5
Clothing,Extra Low Cut Socks,444.5,632
Woman Shoes,Peep Toe,365,325
Man Shoes,Derby,814.33,758.67
Woman Shoes,Boots,140,162.5
Man Shoes,Derby,814.33,740.33
Woman Shoes,Boots,315,318.5
Clothing,Mid Calf Socks,90,125.5
Woman Shoes,Sandals,20,24.5
Woman Shoes,Sandals,13.5,15.5
Woman Shoes,Peep Toe,20,22.67
Woman Shoes,Peep Toe,58.33,66.33
Clothing,Quarter Socks,16.67,16.33
Woman Shoes,Sandals,57.5,65
Woman Shoes,Sandals,300,297
Man Shoes,Sneakers,765,802.67
Woman Shoes,Sandals,10,11
Woman Shoes,Loafers,"1,210.00","1,235.00"
Man Shoes,Sneakers,"2,295.00","2,260.00"
Clothing,Toe Cover Socks,135,149
Man Shoes,Oxford,"1,192.00","1,138.00"
Clothing,Toe Cover Socks,30,39
Woman Shoes,Sandals,47.5,65
Clothing,Toe Cover Socks,78,76.67
Clothing,Mid Calf Socks,18,17
Man Shoes,Sneakers,765,654.33
Woman Shoes,Boots,945,"1,061.00"
Man Shoes,Derby,567,532.33
Clothing,Mid Calf Socks,126,108.5
Woman Shoes,Sandals,57,71.67
Woman Shoes,Sandals,50,61
Woman Shoes,Boots,770,945
Man Shoes,Derby,"1,221.50","1,025.00"
Woman Shoes,Sandals,40,44
Woman Shoes,Peep Toe,2,2
Woman Shoes,Peep Toe,35.67,46.33
Woman Shoes,Peep Toe,64,72
Woman Shoes,Boots,210,246
Man Shoes,Derby,540,411
Woman Shoes,Sandals,22.5,21.5
Woman Shoes,Sandals,18.33,22.67
Woman Shoes,Boots,385,361
Woman Shoes,Boots,105,118.67
Man Shoes,Sneakers,"1,147.50","1,004.50"
Clothing,Quarter Socks,66.67,90.67
Clothing,Extra Low Cut Socks,317.67,306.33
Woman Shoes,Sandals,30,31.67
Woman Shoes,Sandals,60,65.5
Woman Shoes,Stilletto,77,85.67
Woman Shoes,Peep Toe,22.5,21.5
Woman Shoes,Boots,420,489
Clothing,Invisible Socks,140,165
Man Shoes,Sneakers,765,695.33
Woman Shoes,Peep Toe,90,100.5
Woman Shoes,Peep Toe,8,8
Clothing,Mid Calf Socks,51,50.33
Woman Shoes,Peep Toe,241.67,267.67
Woman Shoes,Peep Toe,28.33,34.33
Woman Shoes,Boots,233.33,273.67
Woman Shoes,Sandals,45,60
Woman Shoes,Peep Toe,200.67,253
Woman Shoes,Loafers,201.67,218.33
Clothing,Toe Cover Socks,81,99
Woman Shoes,Boots,420,462.5
Woman Shoes,Peep Toe,44,60
Woman Shoes,Peep Toe,23,30
Man Shoes,Sneakers,"1,147.50","1,036.50"
Woman Shoes,Peep Toe,105,113
Woman Shoes,Peep Toe,65,75
Woman Shoes,Peep Toe,424,445.5
Woman Shoes,Peep Toe,87.5,103
Woman Shoes,Peep Toe,5.5,6
Woman Shoes,Sandals,45,45
Woman Shoes,Peep Toe,37.5,39
Woman Shoes,Peep Toe,11.33,13.33
Man Shoes,Derby,"1,120.00",969
Clothing,Quarter Socks,108,128
Man Shoes,Derby,"2,443.00","2,132.00"
Woman Shoes,Peep Toe,104,115
Woman Shoes,Peep Toe,522,536
Woman Shoes,Peep Toe,5.5,7
Clothing,Quarter Socks,"1,400.00","1,369.00"
Clothing,Mid Calf Socks,99,119
Woman Shoes,Peep Toe,420,416
Woman Shoes,Peep Toe,150,174
Clothing,Quarter Socks,750,736
Woman Shoes,Peep Toe,33.33,38.67
Woman Shoes,Peep Toe,275.5,429
Clothing,Quarter Socks,100,149
Clothing,Mid Calf Socks,121.5,148.5
Man Shoes,Sneakers,769,792
Clothing,Mid Calf Socks,24,27.33
Man Shoes,Sneakers,"2,295.00","2,675.00"
Woman Shoes,Sandals,43.33,52.67
Woman Shoes,Sandals,7.5,10.5
Man Shoes,Sneakers,"1,160.00","1,069.50"
Clothing,Quarter Socks,243,283
Clothing,Quarter Socks,216,213
Clothing,Quarter Socks,483.33,522.33
Clothing,Mid Calf Socks,108,103.5
Woman Shoes,Loafers,770,823
Man Shoes,Sneakers,773.33,928.33
Woman Shoes,Boots,280,369
Clothing,Quarter Socks,50,65.5
Man Shoes,Sneakers,"1,147.50","1,123.50"
Woman Shoes,Peep Toe,30,31
Man Shoes,Sneakers,773.33,818.33
Woman Shoes,Sandals,23.33,24.67
Man Shoes,Oxford,247.33,227
Woman Shoes,Boots,87.5,95.5
Woman Shoes,Sandals,10,11
Woman Shoes,Sandals,6.67,7.33
Man Shoes,Sneakers,"2,295.00","2,284.00"
Man Shoes,Sneakers,765,668.67
Man Shoes,Derby,814.33,654.33
Woman Shoes,Peep Toe,4,3.33
Clothing,Mid Calf Socks,66,51.33
Woman Shoes,Boots,560,698
Clothing,Mid Calf Socks,69,51.33
Woman Shoes,Peep Toe,172,199
Woman Shoes,Peep Toe,23,20
Man Shoes,Oxford,371,344
Woman Shoes,Stilletto,87,96
Woman Shoes,Sandals,140,150
Woman Shoes,Boots,175,203.5
Woman Shoes,Boots,303.33,330
Woman Shoes,Peep Toe,83.33,86.33
Woman Shoes,Peep Toe,27,29
Woman Shoes,Peep Toe,251.33,302.33
Woman Shoes,Peep Toe,12.5,13.5
Clothing,Quarter Socks,300,342.67
Clothing,Mid Calf Socks,72,73
Man Shoes,Sneakers,773.33,835.33
Clothing,Toe Cover Socks,216,265
Clothing,Quarter Socks,150,178
Man Shoes,Derby,"2,443.00","2,477.00"
Woman Shoes,Peep Toe,326,355.5
Woman Shoes,Peep Toe,6.67,7.67
Clothing,Mid Calf Socks,135,132
Clothing,Quarter Socks,50,50
Man Shoes,Oxford,"1,192.00","1,260.50"
Woman Shoes,Sandals,117,154.5
Woman Shoes,Sandals,30,42.33
Man Shoes,Sneakers,565,524
Woman Shoes,Boots,735,602
Woman Shoes,Peep Toe,301,348
Woman Shoes,Peep Toe,8.33,9
Woman Shoes,Peep Toe,58,82
Woman Shoes,Peep Toe,62.5,51.5
Woman Shoes,Peep Toe,18,23
Woman Shoes,Sandals,117,146
Woman Shoes,Sandals,120,136
Man Shoes,Sneakers,765,695.67
Clothing,Quarter Socks,243,262
Man Shoes,Sneakers,765,818
Woman Shoes,Peep Toe,455,539.5
Woman Shoes,Peep Toe,145,147
Clothing,Quarter Socks,400,456
Woman Shoes,Peep Toe,12,14
Woman Shoes,Peep Toe,375,389
Woman Shoes,Peep Toe,3.33,3.67
Woman Shoes,Peep Toe,420,432
Woman Shoes,Boots,980,"1,034.00"
Man Shoes,Oxford,"1,215.00","1,284.00"
Clothing,Quarter Socks,567,671
Man Shoes,Sneakers,"2,295.00","2,156.00"
Woman Shoes,Peep Toe,490,581
Woman Shoes,Peep Toe,28.33,33.33
Man Shoes,Oxford,794.67,734.67
Man Shoes,Derby,814.33,800
Woman Shoes,Peep Toe,195.67,216.67
Woman Shoes,Boots,455,503
Clothing,Mid Calf Socks,36,32
Woman Shoes,Peep Toe,21.33,18.67
Woman Shoes,Peep Toe,8.33,9.67
Woman Shoes,Stilletto,80,108
Man Shoes,Oxford,607.5,641
Clothing,Invisible Socks,490,655
Clothing,Mid Calf Socks,54,51.5
Woman Shoes,Peep Toe,228.33,225.67
Woman Shoes,Peep Toe,22.67,23.33
Woman Shoes,Peep Toe,11,13
Woman Shoes,Peep Toe,45,49.5
Woman Shoes,Peep Toe,350,393.5
Woman Shoes,Peep Toe,36.67,39
Woman Shoes,Peep Toe,630,646
Woman Shoes,Peep Toe,50,59.5
Clothing,Mid Calf Socks,75,76.33
Man Shoes,Sneakers,"1,160.00","1,225.50"
Woman Shoes,Boots,186.67,216
Woman Shoes,Stilletto,99.5,113
Woman Shoes,Peep Toe,2.67,2.67
Woman Shoes,Peep Toe,472.5,598
Woman Shoes,Boots,455,476
Woman Shoes,Peep Toe,172,175.33
Woman Shoes,Peep Toe,16.67,17.33
Man Shoes,Derby,180,174.67
Woman Shoes,Boots,385,292
Man Shoes,Derby,"1,221.50","1,114.00"
Woman Shoes,Peep Toe,37.5,42
Woman Shoes,Peep Toe,27.5,34.5
Woman Shoes,Peep Toe,10,10
Woman Shoes,Loafers,366.67,372.33
Woman Shoes,Peep Toe,31.67,37
Woman Shoes,Peep Toe,19,25
Woman Shoes,Peep Toe,23,24
Clothing,Mid Calf Socks,24,22.33
Woman Shoes,Boots,507.5,508
Man Shoes,Sneakers,180,183.67
Clothing,Quarter Socks,18,21
Woman Shoes,Boots,350,413.67
Woman Shoes,Peep Toe,13.33,13.33
Clothing,Mid Calf Socks,49.5,47
Woman Shoes,Boots,420,421
Man Shoes,Derby,373.33,369.67
Man Shoes,Derby,180,225.33
Woman Shoes,Sandals,36,49
Woman Shoes,Sandals,11.67,16.67
Woman Shoes,Stilletto,63.67,87
Man Shoes,Sneakers,"2,295.00","1,942.00"
Woman Shoes,Sandals,50,60
Woman Shoes,Sandals,41.67,44.33
Woman Shoes,Boots,350,368
Man Shoes,Sneakers,769,631
Woman Shoes,Peep Toe,16.5,20.5
Clothing,Quarter Socks,378,395.33
Man Shoes,Sneakers,"1,160.00","1,243.00"
Woman Shoes,Boots,17.5,15
Woman Shoes,Sandals,6.67,8
Woman Shoes,Boots,402.5,313.5
Woman Shoes,Boots,280,367
Clothing,Quarter Socks,500,381
Man Shoes,Oxford,"1,192.00",817
Man Shoes,Oxford,371,279.5
Woman Shoes,Boots,151.67,177.67
Man Shoes,Derby,270,297
Woman Shoes,Sandals,120,96
Woman Shoes,Sandals,108,111
Woman Shoes,Boots,262.5,289.5
Woman Shoes,Peep Toe,163.33,173.33
Woman Shoes,Peep Toe,42.5,47
Woman Shoes,Peep Toe,18.5,20.5
Woman Shoes,Boots,437.5,441.5
Woman Shoes,Boots,367.5,452.5
Man Shoes,Sneakers,773.33,704.33
Woman Shoes,Peep Toe,21.33,25
Man Shoes,Oxford,794.67,678.33
Woman Shoes,Peep Toe,26.67,34.67
Woman Shoes,Boots,35,48
Clothing,Quarter Socks,918,961
Clothing,Mid Calf Socks,103.5,147
Man Shoes,Sneakers,540,475
Man Shoes,Sneakers,"1,147.50","1,246.00"
Woman Shoes,Peep Toe,46.67,61
Woman Shoes,Peep Toe,163.33,202.67
Woman Shoes,Boots,175,219.67
Clothing,Mid Calf Socks,135,162.5
Woman Shoes,Peep Toe,150,193.5
Woman Shoes,Boots,291.67,312
Woman Shoes,Peep Toe,20,23
Clothing,Invisible Socks,210,251.67
Man Shoes,Oxford,371,363
Woman Shoes,Sandals,260,298
Woman Shoes,Sandals,70,75
Woman Shoes,Stilletto,135,155
Woman Shoes,Peep Toe,192.5,213.5
Woman Shoes,Peep Toe,38.33,43.33
Woman Shoes,Boots,151.67,170
Woman Shoes,Peep Toe,32,35
Woman Shoes,Peep Toe,21.33,24
Man Shoes,Sneakers,"2,320.00","2,214.00"
Clothing,Mid Calf Socks,243,245
Clothing,Mid Calf Socks,54,61.5
Woman Shoes,Stilletto,26.67,33
Woman Shoes,Sandals,140,170
Woman Shoes,Sandals,45,52
Woman Shoes,Peep Toe,348,475
Clothing,Extra Low Cut Socks,254,286.33
Man Shoes,Oxford,"2,384.00","1,897.00"
Woman Shoes,Boots,151.67,139
Woman Shoes,Peep Toe,125,91.33
Woman Shoes,Peep Toe,27,30
Man Shoes,Oxford,794.67,931.33
Clothing,Mid Calf Socks,36,45.67
Man Shoes,Sneakers,"2,320.00","2,701.00"
Woman Shoes,Peep Toe,7,7.5
Man Shoes,Oxford,247.33,248.33
Woman Shoes,Boots,420,478
Clothing,Quarter Socks,225,284
Man Shoes,Derby,"2,443.00","1,959.00"
Woman Shoes,Peep Toe,146.5,184.5
Woman Shoes,Boots,52.5,61.5
Man Shoes,Sneakers,765,704.33
Man Shoes,Sneakers,"2,320.00","1,998.00"
Man Shoes,Sneakers,"1,160.00","1,075.00"
Woman Shoes,Peep Toe,15,16
Woman Shoes,Sandals,300,338
Woman Shoes,Sandals,37.5,43
Woman Shoes,Stilletto,13.33,14
Man Shoes,Sneakers,384.5,392.5
Clothing,Invisible Socks,606.67,688.33
Woman Shoes,Sandals,81,74
Woman Shoes,Sandals,140,184
Man Shoes,Sneakers,765,857.67
Woman Shoes,Sandals,115,141
Woman Shoes,Sandals,20,19
Woman Shoes,Boots,490,492.5
Clothing,Invisible Socks,945,"1,283.50"
Woman Shoes,Sandals,30,38.33
Woman Shoes,Boots,268.33,322.33
Woman Shoes,Peep Toe,652,695
Woman Shoes,Peep Toe,16,18
Woman Shoes,Peep Toe,15,16
Woman Shoes,Peep Toe,157.5,178
Woman Shoes,Stilletto,183,181
Woman Shoes,Peep Toe,159.5,194.5
Woman Shoes,Peep Toe,93.33,94.33
Woman Shoes,Peep Toe,55,56
Clothing,Quarter Socks,135,139.5
Woman Shoes,Peep Toe,105,116
Woman Shoes,Boots,455,505
Woman Shoes,Sandals,73.33,98
Clothing,Mid Calf Socks,76.5,109.5
Woman Shoes,Sandals,25,34
Woman Shoes,Boots,525,636
Woman Shoes,Peep Toe,980,"1,021.00"
Woman Shoes,Peep Toe,43.33,49.33
Clothing,Mid Calf Socks,63,68
Clothing,Quarter Socks,25,24
Man Shoes,Sneakers,"2,295.00","2,069.00"
Man Shoes,Sneakers,"1,147.50","1,045.00"
Woman Shoes,Boots,105,110
Woman Shoes,Peep Toe,870,886
Woman Shoes,Peep Toe,1.67,1.67
Man Shoes,Sneakers,"1,147.50","1,322.00"
Man Shoes,Sneakers,188.33,183
Woman Shoes,Sandals,80,89.33
Woman Shoes,Sandals,60,69
Woman Shoes,Peep Toe,230,316.33
Woman Shoes,Peep Toe,21,27
Woman Shoes,Pump,795,936.5
Clothing,Invisible Socks,630,682
Woman Shoes,Peep Toe,72.5,78.5
Woman Shoes,Peep Toe,507.5,554
Woman Shoes,Boots,455,469
Man Shoes,Sneakers,773.33,698
Woman Shoes,Sandals,56.67,67.33
Man Shoes,Oxford,607.5,760
Woman Shoes,Peep Toe,42.5,50.5
Woman Shoes,Peep Toe,232,247
Woman Shoes,Boots,525,653.5
Woman Shoes,Peep Toe,70,81
Woman Shoes,Peep Toe,23.33,26.33
Woman Shoes,Peep Toe,14.67,14.33
Man Shoes,Derby,540,453
Man Shoes,Oxford,371,346.5
Woman Shoes,Peep Toe,24,29
Woman Shoes,Boots,525,566
Man Shoes,Sneakers,"1,160.00","1,073.50"
Woman Shoes,Sandals,100,106
Woman Shoes,Sandals,40,47.5
Woman Shoes,Boots,93.33,111.67
Man Shoes,Derby,"1,120.00",966
Clothing,Quarter Socks,400,399
Woman Shoes,Peep Toe,76,88
Woman Shoes,Peep Toe,50,56
Woman Shoes,Peep Toe,7.5,8
Woman Shoes,Peep Toe,275.5,315.5
Woman Shoes,Peep Toe,46.67,45
Woman Shoes,Peep Toe,16.67,14
Clothing,Mid Calf Socks,162,155
Man Shoes,Derby,540,663
Woman Shoes,Peep Toe,50,71
Woman Shoes,Peep Toe,182.5,223
Woman Shoes,Boots,163.33,224.67
Woman Shoes,Loafers,55,63.5
Man Shoes,Derby,"1,120.00","1,062.00"
Man Shoes,Sneakers,"1,147.50","1,002.00"
Woman Shoes,Peep Toe,105,117.67
Woman Shoes,Peep Toe,25,24.5
Woman Shoes,Boots,256.67,292
Clothing,Mid Calf Socks,198,187
Woman Shoes,Peep Toe,75,83
Woman Shoes,Boots,315,373.33
Woman Shoes,Boots,770,906
Woman Shoes,Peep Toe,64.33,76.67
Woman Shoes,Peep Toe,44,48
Woman Shoes,Sandals,150,196
Woman Shoes,Sandals,55,68
